Project Name,Project ID,Publish status,Auth providers,Errors,Warnings,Info,Last Scan,Last Edited
Ivana's Insight Engine,654088f0-ee84-4915-a045-95efdf330ff8,Externally published,Email,0,0,0,2026-06-26T08:49:20.701299437Z,2026-06-27T15:49:25.54Z
